hromada_code,hromada_name,raion_code,raion_name,oblast_code,oblast_name,type,hromada_full_name,hromada_center_code,hromada_center,lat_center,lon_center,travel_time,oblast_center
UA05020010000053508,Агрономічна,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,сільська,Агрономічна сільська громада,UA05020010010058853,Агрономічне,49.1927696,28.3720314,13.9,0
UA05020030000031457,Вінницька,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,міська,Вінницька міська громада,UA05020030010063857,Вінниця,49.2320162,28.467975,0.0,1
UA05020050000066991,Вороновицька,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,селищна,Вороновицька селищна громада,UA05020050010084898,Вороновиця,49.1117881,28.6889425,28.9,0
UA05020070000010139,Гніванська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,міська,Гніванська міська громада,UA05020070010053570,Гнівань,49.0933696,28.338343,27.3,0
UA05020090000067118,Іллінецька,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,міська,Іллінецька міська громада,UA05020090010088788,Іллінці,49.1136358,29.2024356,65.0,0
UA05020110000052014,Липовецька,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,міська,Липовецька міська громада,UA05020110010028819,Липовець,49.2296415,29.0642148,47.9,0
UA05020130000056031,Літинська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,селищна,Літинська селищна громада,UA05020130010017278,Літин,49.3232593,28.0837586,38.8,0
UA05020150000074651,Лука-Мелешківська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,сільська,Лука-Мелешківська сільська громада,UA05020150010063370,Лука-Мелешківська,49.173946,28.495565,12.2,0
UA05020170000049432,Немирівська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,міська,Немирівська міська громада,UA05020170010087489,Немирів,48.9654035,28.8430131,50.3,0
UA05020190000015755,Оратівська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,селищна,Оратівська селищна громада,UA05020190010015141,Оратів,49.19472,29.53056,88.0,0
UA05020210000033427,Погребищенська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,міська,Погребищенська міська громада,UA05020210010023649,Погребище,49.4848166,29.2579157,79.5,0
UA05020230000029909,Стрижавська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,селищна,Стрижавська селищна громада,UA05020230010011069,Стрижавка,49.3097584,28.4730593,14.2,0
UA05020250000055470,Сутисківська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,селищна,Сутисківська селищна громада,UA05020250010092635,Сутиски,49.0453739,28.418232,32.5,0
UA05020270000044358,Тиврівська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,селищна,Тиврівська селищна громада,UA05020270010097237,Тиврів,49.0139727,28.507999,31.7,0
UA05020290000092626,Турбівська,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,селищна,Турбівська селищна громада,UA05020290010087426,Турбів,49.339939,28.7260729,39.7,0
UA05020310000080026,Якушинецька,UA05020000000026686,Вінницький,UA05000000000010236,Вінницька,сільська,Якушинецька сільська громада,UA05020310010019628,Якушинці,49.259651,28.36672,13.5,0
UA05040010000022470,Бершадська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,міська,Бершадська міська громада,UA05040010010024726,Бершадь,48.36594,29.51889,159.5,0
UA05040030000050131,Гайсинська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,міська,Гайсинська міська громада,UA05040030010071792,Гайсин,48.8120874,29.3893874,97.6,0
UA05040050000080930,Дашівська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,селищна,Дашівська селищна громада,UA05040050010044288,Дашів,49.0062062,29.4416807,86.6,0
UA05040070000093188,Джулинська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,сільська,Джулинська сільська громада,UA05040070010086984,Джулинка,48.4439535,29.7482193,169.5,0
UA05040090000093950,Краснопільська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,сільська,Краснопільська сільська громада,UA05040090010040066,Краснопілка,48.797123,29.720028,122.3,0
UA05040110000042036,Кунківська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,сільська,Кунківська сільська громада,UA05040110010046954,Кунка,48.820564,29.268541,87.1,0
UA05040130000025322,Ладижинська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,міська,Ладижинська міська громада,UA05040130010040578,Ладижин,48.6810505,29.2567642,108.9,0
UA05040150000077146,Ободівська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,сільська,Ободівська сільська громада,UA05040150010062907,Ободівка,48.38597215,29.2002169047852,147.8,0
UA05040170000093514,Ольгопільська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,сільська,Ольгопільська сільська громада,UA05040170010063746,Ольгопіль,48.184544,29.486103,171.0,0
UA05040190000039450,Райгородська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,сільська,Райгородська сільська громада,UA05040190010066703,Райгород,48.875095,29.082228,69.1,0
UA05040210000068217,Соболівська,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,сільська,Соболівська сільська громада,UA05040210010098703,Соболівка,48.6148597,29.4832744,140.3,0
UA05040230000017028,Теплицька,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,селищна,Теплицька селищна громада,UA05040230010056657,Теплик,48.6636,29.74686,135.3,0
UA05040250000027965,Тростянецька,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,селищна,Тростянецька селищна громада,UA05040250010017575,Тростянець,48.51227,29.2226589,126.1,0
UA05040270000051651,Чечельницька,UA05040000000050292,Гайсинський,UA05000000000010236,Вінницька,селищна,Чечельницька селищна громада,UA05040270010051165,Чечельник,48.2126987,29.3598689,162.5,0
UA05060010000053179,Барська,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,міська,Барська міська громада,UA05060010010059821,Бар,49.077621,27.6813781,70.7,0
UA05060030000026125,Джуринська,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,сільська,Джуринська сільська громада,UA05060030010076661,Джурин,48.681271,28.292053,84.0,0
UA05060050000058111,Жмеринська,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,міська,Жмеринська міська громада,UA05060050010030599,Жмеринка,49.0354593,28.1147317,50.5,0
UA05060070000012952,Копайгородська,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,селищна,Копайгородська селищна громада,UA05060070010088900,Копайгород,48.85654,27.7985,77.0,0
UA05060090000058521,Мурафська,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,сільська,Мурафська сільська громада,UA05060090010019738,Мурафа,48.768875,28.215824,77.9,0
UA05060110000027268,Северинівська,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,сільська,Северинівська сільська громада,UA05060110010047621,Северинівка,49.047089,27.93755,56.9,0
UA05060130000030729,Станіславчицька,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,сільська,Станіславчицька сільська громада,UA05060130010067161,Станіславчик,48.97121,28.10989,59.1,0
UA05060150000094411,Шаргородська,UA05060000000061926,Жмеринський,UA05000000000010236,Вінницька,міська,Шаргородська міська громада,UA05060150010066273,Шаргород,48.7498267,28.08317,87.2,0
UA05080010000038400,Бабчинецька,UA05080000000040234,Могилів-Подільський,UA05000000000010236,Вінницька,сільська,Бабчинецька сільська громада,UA05080010010065551,Бабчинці,48.417961,28.160311,135.1,0
UA05080030000089348,Вендичанська,UA05080000000040234,Могилів-Подільський,UA05000000000010236,Вінницька,селищна,Вендичанська селищна громада,UA05080030010032391,Вендичани,48.6095706,27.7881091,93.4,0
UA05080050000023603,Могилів-Подільська,UA05080000000040234,Могилів-Подільський,UA05000000000010236,Вінницька,міська,Могилів-Подільська міська громада,UA05080050010069812,Могилів-Подільський,48.442544,27.7991124,115.3,0
UA05080070000010150,Мурованокуриловецька,UA05080000000040234,Могилів-Подільський,UA05000000000010236,Вінницька,селищна,Мурованокуриловецька селищна громада,UA05080070010075987,Муровані Курилівці,48.7130055,27.5355762,99.7,0
UA05080090000089922,Чернівецька,UA05080000000040234,Могилів-Подільський,UA05000000000010236,Вінницька,селищна,Чернівецька селищна громада,UA05080090010025419,Чернівці,48.5406973,28.1221153,113.4,0
UA05080110000056824,Ямпільська,UA05080000000040234,Могилів-Подільський,UA05000000000010236,Вінницька,міська,Ямпільська міська громада,UA05080110010069634,Ямпіль,48.2400683,28.2779272,138.0,0
UA05080130000024964,Яришівська,UA05080000000040234,Могилів-Подільський,UA05000000000010236,Вінницька,сільська,Яришівська сільська громада,UA05080130010068291,Яришів,48.512192,27.63199,124.7,0
UA05100010000023453,Брацлавська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,селищна,Брацлавська селищна громада,UA05100010010062014,Брацлав,48.8268749,28.9379724,68.6,0
UA05100030000051497,Вапнярська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,селищна,Вапнярська селищна громада,UA05100030010044215,Вапнярка,48.5312383,28.7468189,103.6,0
UA05100050000038768,Городківська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,сільська,Городківська сільська громада,UA05100050010082768,Городківка,48.380028,28.67379,137.9,0
UA05100070000035159,Крижопільська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,селищна,Крижопільська селищна громада,UA05100070010021695,Крижопіль,48.38568,28.86941,128.2,0
UA05100090000029847,Піщанська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,селищна,Піщанська селищна громада,UA05100090010032954,Піщанка,48.2077558,28.8864581,151.7,0
UA05100110000070795,Студенянська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,сільська,Студенянська сільська громада,UA05100110010049992,Студена,48.1457286,28.8527159,163.6,0
UA05100130000061386,Томашпільська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,селищна,Томашпільська селищна громада,UA05100130010085024,Томашпіль,48.5453497,28.5114332,97.3,0
UA05100150000050790,Тульчинська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,міська,Тульчинська міська громада,UA05100150010035552,Тульчин,48.6730485,28.8569476,85.7,0
UA05100170000071290,Шпиківська,UA05100000000022396,Тульчинський,UA05000000000010236,Вінницька,селищна,Шпиківська селищна громада,UA05100170010030569,Шпиків,48.7860654,28.5647525,58.1,0
UA05120010000076685,Глуховецька,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,селищна,Глуховецька селищна громада,UA05120010010016373,Глухівці,49.77356,28.72891,77.3,0
UA05120030000061384,Жданівська,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,сільська,Жданівська сільська громада,UA05120030010020184,Війтівці,49.6227642,27.892957,85.3,0
UA05120050000063063,Іванівська,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,сільська,Іванівська сільська громада,UA05120050010068533,Іванів,49.4852718,28.3424484,49.4,0
UA05120070000075759,Калинівська,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,міська,Калинівська міська громада,UA05120070010068103,Калинівка,49.4583688,28.5262638,34.1,0
UA05120090000060589,Козятинська,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,міська,Козятинська міська громада,UA05120090010077573,Козятин,49.7195867,28.8354279,75.8,0
UA05120110000018679,Махнівська,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,сільська,Махнівська сільська громада,UA05120110010064789,Махнівка,49.7207433,28.6709477,60.1,0
UA05120130000014261,Самгородоцька,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,сільська,Самгородоцька сільська громада,UA05120130010071683,Самгородок,49.5337018,28.8450733,70.8,0
UA05120150000069474,Уланівська,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,сільська,Уланівська сільська громада,UA05120150010073669,Уланів,49.6939529,28.1323125,80.2,0
UA05120170000013778,Хмільницька,UA05120000000017020,Хмільницький,UA05000000000010236,Вінницька,міська,Хмільницька міська громада,UA05120170010081140,Хмільник,49.556175,27.9491205,70.7,0
UA07020010000096841,Володимир-Волинська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,міська,Володимир-Волинська міська громада,UA07020010010041660,Володимир,50.8474669,24.319319,78.3,0
UA07020030000052032,Затурцівська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,сільська,Затурцівська сільська громада,UA07020030010025894,Затурці,50.7799387,24.8430189,36.2,0
UA07020050000082369,Зимнівська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,сільська,Зимнівська сільська громада,UA07020050010049312,Зимне,50.801533,24.337662,79.4,0
UA07020070000082628,Іваничівська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,селищна,Іваничівська селищна громада,UA07020070010088055,Іваничі,50.6407709,24.3619629,88.5,0
UA07020090000019505,Литовезька,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,сільська,Литовезька сільська громада,UA07020090010094309,Литовеж,50.640789,24.18297,108.6,0
UA07020110000037373,Локачинська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,селищна,Локачинська селищна громада,UA07020110010069736,Локачі,50.738946,24.6482949,58.8,0
UA07020130000036300,Нововолинська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,міська,Нововолинська міська громада,UA07020130010041880,Нововолинськ,50.7224829,24.1648399,100.3,0
UA07020150000092012,Оваднівська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,сільська,Оваднівська сільська громада,UA07020150010016648,Овадне,50.926411,24.38899,93.7,0
UA07020170000049971,Павлівська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,сільська,Павлівська сільська громада,UA07020170010027420,Павлівка,50.6282366,24.4638426,79.3,0
UA07020190000043658,Поромівська,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,сільська,Поромівська сільська громада,UA07020190010066503,Поромів,50.751942,24.082321,112.0,0
UA07020210000033081,Устилузька,UA07020000000048211,Володимир-Волинський,UA07000000000024379,Волинська,міська,Устилузька міська громада,UA07020210010031545,Устилуг,50.8622192,24.1505139,92.1,0
UA07040010000033507,Камінь-Каширська,UA07040000000026412,Камінь-Каширський,UA07000000000024379,Волинська,міська,Камінь-Каширська міська громада,UA07040010010025318,Камінь-Каширський,51.6271153,24.961357,133.6,0
UA07040030000028082,Любешівська,UA07040000000026412,Камінь-Каширський,UA07000000000024379,Волинська,селищна,Любешівська селищна громада,UA07040030010024333,Любешів,51.7632795,25.5048264,155.1,0
UA07040050000080830,Маневицька,UA07040000000026412,Камінь-Каширський,UA07000000000024379,Волинська,селищна,Маневицька селищна громада,UA07040050010044229,Маневичі,51.2908106,25.537878,89.4,0
UA07040070000058434,Прилісненська,UA07040000000026412,Камінь-Каширський,UA07000000000024379,Волинська,сільська,Прилісненська сільська громада,UA07040070010027750,Прилісне,51.376015,25.523325,97.6,0
UA07040090000043197,Сошичненська,UA07040000000026412,Камінь-Каширський,UA07000000000024379,Волинська,сільська,Сошичненська сільська громада,UA07040090010015759,Сошичне,51.469231,24.88472,113.4,0
UA07060010000090019,Велимченська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Велимченська сільська громада,UA07060010010014019,Велимче,51.58012,24.74224,155.3,0
UA07060030000041840,Велицька,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Велицька сільська громада,UA07060030010091243,Велицьк,51.120972,25.2028513,76.0,0
UA07060050000091514,Вишнівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Вишнівська сільська громада,UA07060050010010463,Вишнів,51.197605,24.029932,122.7,0
UA07060070000063773,Голобська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Голобська селищна громада,UA07060070010054233,Голоби,51.0859784,25.015465,54.2,0
UA07060090000026043,Головненська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Головненська селищна громада,UA07060090010039037,Головне,51.336538,24.0785257,143.2,0
UA07060110000041168,Дубечненська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Дубечненська сільська громада,UA07060110010042179,Дубечне,51.5489753,24.374079,140.1,0
UA07060130000030797,Дубівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Дубівська сільська громада,UA07060130010061860,Дубове,51.265587,24.685938,90.5,0
UA07060150000038564,Заболоттівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Заболоттівська селищна громада,UA07060150010012280,Заболоття,51.6314645,24.2552388,160.8,0
UA07060170000059479,Забродівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Забродівська сільська громада,UA07060170010066015,Заброди,51.668423,24.601269,135.6,0
UA07060190000036342,Ковельська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,міська,Ковельська міська громада,UA07060190010068509,Ковель,51.2120538,24.708894,83.0,0
UA07060210000030014,Колодяжненська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Колодяжненська сільська громада,UA07060210010075638,Колодяжне,51.181622,24.798964,72.0,0
UA07060230000029166,Луківська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Луківська селищна громада,UA07060230010024650,Луків,51.229557,24.3449012,108.6,0
UA07060250000039902,Люблинецька,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Люблинецька селищна громада,UA07060250010038196,Люблинець,51.18633,24.61933,95.9,0
UA07060270000021892,Любомльська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,міська,Любомльська міська громада,UA07060270010018151,Любомль,51.2234546,24.0315783,124.7,0
UA07060290000054842,Поворська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Поворська сільська громада,UA07060290010071519,Поворськ,51.261631,25.129389,91.7,0
UA07060310000037369,Ратнівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Ратнівська селищна громада,UA07060310010081210,Ратне,51.67145,24.52458,132.8,0
UA07060330000052414,Рівненська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Рівненська сільська громада,UA07060330010079204,Рівне,51.233711,23.7957,139.6,0
UA07060350000084520,Самарівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Самарівська сільська громада,UA07060350010086789,Самари,51.865421,24.61659,174.4,0
UA07060370000022360,Сереховичівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Сереховичівська сільська громада,UA07060370010089665,Сереховичі,51.413324,24.6780485,113.0,0
UA07060390000098670,Смідинська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,сільська,Смідинська сільська громада,UA07060390010020920,Смідин,51.2981152,24.4331306,119.0,0
UA07060410000041366,Старовижівська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Старовижівська селищна громада,UA07060410010057761,Стара Вижівка,51.4422955,24.438565,122.0,0
UA07060430000041345,Турійська,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Турійська селищна громада,UA07060430010038121,Турійськ,51.08299,24.52389,89.4,0
UA07060450000051170,Шацька,UA07060000000092268,Ковельський,UA07000000000024379,Волинська,селищна,Шацька селищна громада,UA07060450010076290,Шацьк,51.4909494,23.9219323,153.6,0
UA07080010000062933,Берестечківська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,міська,Берестечківська міська громада,UA07080010010043939,Берестечко,50.3585756,25.1209852,76.4,0
UA07080030000051738,Боратинська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,сільська,Боратинська сільська громада,UA07080030010027168,Боратин,50.7043549,25.3553319,11.3,0
UA07080050000014573,Городищенська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,сільська,Городищенська сільська громада,UA07080050010088654,Городище,50.5831266,25.0807256,28.9,0
UA07080070000052255,Горохівська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,міська,Горохівська міська громада,UA07080070010026475,Горохів,50.4986166,24.7600734,51.4,0
UA07080090000017614,Доросинівська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,сільська,Доросинівська сільська громада,UA07080090010098846,Доросині,50.95562,24.99836,47.3,0
UA07080110000043895,Ківерцівська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,міська,Ківерцівська міська громада,UA07080110010029699,Ківерці,50.8333448,25.4648622,22.7,0
UA07080130000017070,Колківська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,селищна,Колківська селищна громада,UA07080130010099463,Колки,51.0962777,25.6676021,57.7,0
UA07080150000089103,Копачівська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,сільська,Копачівська сільська громада,UA07080150010098484,Копачівка,50.8798116,25.2230391,24.4,0
UA07080170000013585,Луцька,UA07080000000034745,Луцький,UA07000000000024379,Волинська,міська,Луцька міська громада,UA07080170010083384,Луцьк,50.7450733,25.320078,0.0,1
UA07080190000072811,Мар’янівська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,селищна,Мар’янівська селищна громада,UA07080190010027494,Мар’янівка,50.4508395,24.7980123,58.8,0
UA07080210000090779,Олицька,UA07080000000034745,Луцький,UA07000000000024379,Волинська,селищна,Олицька селищна громада,UA07080210010079720,Олика,50.725417,25.8111941,50.5,0
UA07080230000046097,Підгайцівська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,сільська,Підгайцівська сільська громада,UA07080230010097610,Підгайці,50.7100328,25.4064958,12.4,0
UA07080250000053335,Рожищенська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,міська,Рожищенська міська громада,UA07080250010017534,Рожище,50.916332,25.2712543,30.5,0
UA07080270000067148,Торчинська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,селищна,Торчинська селищна громада,UA07080270010097317,Торчин,50.769734,25.010768,25.8,0
UA07080290000088287,Цуманська,UA07080000000034745,Луцький,UA07000000000024379,Волинська,селищна,Цуманська селищна громада,UA07080290010047045,Цумань,50.82962,25.88413,55.3,0
UA12020010000033698,Дніпровська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,міська,Дніпровська міська громада,UA12020010010037010,Дніпро,48.4680221,35.0417711,0.0,1
UA12020030000073022,Китайгородська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Китайгородська сільська громада,UA12020030010052622,Китайгород,48.90081,34.447723,85.0,0
UA12020050000026654,Любимівська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Любимівська сільська громада,UA12020050010036263,Любимівка,48.373829,35.172729,35.1,0
UA12020070000057092,Ляшківська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Ляшківська сільська громада,UA12020070010051981,Ляшківка,48.9985575,34.3960233,103.8,0
UA12020090000044548,Миколаївська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Миколаївська сільська громада,UA12020090010020700,Миколаївка,48.3615514,34.6844602,35.0,0
UA12020110000034205,Могилівська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Могилівська сільська громада,UA12020110010079539,Могилів,48.86272,34.48402,77.9,0
UA12020130000022909,Новоолександрівська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Новоолександрівська сільська громада,UA12020130010023313,Новоолександрівка,48.358379,34.986992,21.7,0
UA12020150000050274,Новопокровська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,селищна,Новопокровська селищна громада,UA12020150010079151,Новопокровка,48.067799,34.613155,66.3,0
UA12020170000068526,Обухівська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,селищна,Обухівська селищна громада,UA12020170010095010,Обухівка,48.5495226,34.8545508,35.2,0
UA12020190000075117,Петриківська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,селищна,Петриківська селищна громада,UA12020190010023009,Петриківка,48.7120245,34.6240969,56.5,0
UA12020210000032285,Підгородненська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,міська,Підгородненська міська громада,UA12020210010051215,Підгородне,48.5681471,35.1013002,20.7,0
UA12020230000085693,Святовасилівська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Святовасилівська сільська громада,UA12020230010080639,Святовасилівка,48.18399,34.565262,70.1,0
UA12020250000010438,Слобожанська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,селищна,Слобожанська селищна громада,UA12020250010046556,Слобожанське,48.5307982,35.0828484,14.6,0
UA12020270000063450,Солонянська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,селищна,Солонянська селищна громада,UA12020270010031228,Солоне,48.20423,34.87713,42.0,0
UA12020290000063321,Сурсько-Литовська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Сурсько-Литовська сільська громада,UA12020290010050775,Сурсько-Литовське,48.336411,34.92416,29.6,0
UA12020310000017431,Царичанська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,селищна,Царичанська селищна громада,UA12020310010078504,Царичанка,48.9434,34.48986,94.4,0
UA12020330000076598,Чумаківська,UA12020000000052809,Дніпровський,UA12000000000090473,Дніпропетровська,сільська,Чумаківська сільська громада,UA12020330010081292,Чумаки,48.649181,34.865452,35.8,0
UA12040010000018960,Божедарівська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,селищна,Божедарівська селищна громада,UA12040010010084655,Божедарівка,48.3601,34.11392,73.7,0
UA12040030000066040,Верхівцівська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,міська,Верхівцівська міська громада,UA12040030010058766,Верхівцеве,48.48404,34.24232,79.7,0
UA12040050000057182,Верхньодніпровська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,міська,Верхньодніпровська міська громада,UA12040050010019298,Верхньодніпровськ,48.6541915,34.3347779,78.5,0
UA12040070000083117,Вишнівська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,селищна,Вишнівська селищна громада,UA12040070010013106,Вишневе,48.4379101,33.9165294,99.2,0
UA12040090000029346,Вільногірська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,міська,Вільногірська міська громада,UA12040090010047409,Вільногірськ,48.49365,34.02328,103.4,0
UA12040110000091524,Жовтоводська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,міська,Жовтоводська міська громада,UA12040110010051141,Жовті Води,48.3465174,33.5027797,126.5,0
UA12040130000037856,Затишнянська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,сільська,Затишнянська сільська громада,UA12040130010018818,Затишне,48.207699,34.24868,64.1,0
UA12040150000015189,Кам’янська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,міська,Кам’янська міська громада,UA12040150010056523,Кам’янське,48.5167748,34.6068797,47.2,0
UA12040170000019083,Криничанська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,селищна,Криничанська селищна громада,UA12040170010014478,Кринички,48.3747353,34.4569858,50.9,0
UA12040190000056469,Лихівська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,селищна,Лихівська селищна громада,UA12040190010019763,Лихівка,48.68626,33.922,114.6,0
UA12040210000039759,П’ятихатська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,міська,П’ятихатська міська громада,UA12040210010024143,П’ятихатки,48.4124318,33.7016613,101.9,0
UA12040230000099388,Саксаганська,UA12040000000032213,Кам’янський,UA12000000000090473,Дніпропетровська,сільська,Саксаганська сільська громада,UA12040230010024032,Саксагань,48.345341,33.84235,92.1,0
UA12060010000090992,Апостолівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,міська,Апостолівська міська громада,UA12060010010033935,Апостолове,47.6617478,33.7180001,163.1,0
